Lahko Anseriformes - Sorsalinnut					
Heimo Anatidae - Sorsat					
CORONE	Corvus corone		varis	kråka	Carrion Crow
Heimo Remizidae - Pussitiaiset					
REMPEN	Remiz pendulinus		pussitiainen	pungmes	Eurasian Penduline Tit
Heimo Paridae - Tiaiset					
CYACYA	Cyanistes cyanus		valkopäätiainen	azurmes	Azure Tit
CYACAE	Cyanistes caeruleus		sinitiainen	blåmes	Eurasian Blue Tit
PARMAJ	Parus major		talitiainen	talgoxe	Great Tit
PERATE	Periparus ater		kuusitiainen	svartmes	Coal Tit
LOPCRI	Lophophanes cristatus		töyhtötiainen	tofsmes	Crested Tit
POEPAL	Poecile palustris		viitatiainen	entita	Marsh Tit
POEMON	Poecile montanus		hömötiainen	talltita	Willow Tit
POECIN	Poecile cinctus		lapintiainen	lappmes	Grey-headed Chickadee
Heimo Panuridae - Viiksitimalit					
PANBIA	Panurus biarmicus		viiksitimali	skäggmes	Bearded Reedling
Heimo Alaudidae - Kiurut					
LULARB	Lullula arborea		kangaskiuru	trädlärka	Woodlark
ALALEU	Alauda leucoptera		valkosiipikiuru	vitvingad lärka	White-winged Lark
ALAARV	Alauda arvensis		kiuru	sånglärka	Eurasian Skylark
GALCRI	Galerida cristata		töyhtökiuru	tofslärka	Crested Lark
EREALP	Eremophila alpestris		tunturikiuru	berglärka	Horned Lark
CALBRA	Calandrella brachydactyla		lyhytvarvaskiuru	korttålärka	Greater Short-toed Lark
MELBIM	Melanocorypha bimaculata		ylänkökiuru	asiatisk kalanderlärka	Bimaculated Lark
MELYEL	Melanocorypha yeltoniensis		mustakiuru	svartlärka	Black Lark
MELCAL	Melanocorypha calandra		arokiuru	kalanderlärka	Calandra Lark
ALACHE/ALARUF/ALAHEI	Alaudala cheleensis/rufescens/heinei		mongolianhietakiuru/pikkukiuru/kaspianpikkukiuru	sidenvägslärka/medelhavslärka/turkestanlärka	Asian Short-toed Lark / Mediterranean Short-toed Lark / Turkestan Short-toed Lark
Heimo Acrocephalidae - Kerttuset					
HIPICT	Hippolais icterina		kultarinta	härmsångare	Icterine Warbler
ARUAED	Arundinax aedon		paksunokkakerttunen	tjocknäbbad sångare	Thick-billed Warbler
IDUCAL	Iduna caligata		pikkukultarinta	stäppsångare	Booted Warbler
IDURAM	Iduna rama		aavikkokultarinta	saxaulsångare	Syke's Warbler
IDUPAL	Iduna pallida		vaaleakultarinta	eksångare	Eastern Olivaceous Warbler
ACRSCH	Acrocephalus schoenobaenus		ruokokerttunen	sävsångare	Sedge Warbler
ACROLA	Acrocephalus paludicola		sarakerttunen	vattensångare	Aquatic Warbler
ACRAGR	Acrocephalus agricola		kenttäkerttunen	fältsångare	Paddyfield Warbler
ACRDUM	Acrocephalus dumetorum		viitakerttunen	busksångare	Blyth's Reed Warbler
ACRPAL	Acrocephalus palustris		luhtakerttunen	kärrsångare	Marsh Warbler
ACRSCI	Acrocephalus scirpaceus		rytikerttunen	rörsångare	Common Reed Warbler
ACRARU	Acrocephalus arundinaceus		rastaskerttunen	trastsångare	Great Reed Warbler
Heimo Locustellidae - Sirkkalinnut					
HELCER	Helopsaltes certhiola		sarasirkkalintu	starrsångare	Pallas's Grasshopper Warbler
LOCLAN	Locustella lanceolata		viirusirkkalintu	träsksångare	Lanceolated Warbler
LOCFLU	Locustella fluviatilis		viitasirkkalintu	flodsångare	River Warbler
LOCLUS	Locustella luscinioides		ruokosirkkalintu	vassångare	Savi's Warbler
LOCNAE	Locustella naevia		pensassirkkalintu	gräshoppsångare	Common Grasshopper Warbler
Heimo Hirundinidae - Pääskyt					
RIPRIP	Riparia riparia		törmäpääsky	backsvala	Sand Martin
PTYRUP	Ptyonoprogne rupestris		kalliopääsky	klippsvala	Eurasian Crag Martin
HIRRUS	Hirundo rustica		haarapääsky	ladusvala	Barn Swallow
DELURB	Delichon urbicum		räystäspääsky	hussvala	Western House Martin
CECRUF	Cecropis rufula		ruostepääsky	rostgumpsvala	European Red-rumped Swallow
CECDAU	Cecropis daurica		aasianruostepääsky	tempelsvala	Eastern Red-rumped Swallow
Heimo Aegithalidae - Pyrstötiaiset					
AEGCAU	Aegithalos caudatus		pyrstötiainen	stjärtmes	Long-tailed Tit
Heimo Phylloscopidae - Uunilinnut					
PHYSIB	Phylloscopus sibilatrix		sirittäjä	grönsångare	Wood Warbler
PHYBON	Phylloscopus bonelli		vuoriuunilintu	bergsångare	Western Bonelli's Warbler
PHYORI	Phylloscopus orientalis		balkaninuunilintu	balkansångare	Eastern Bonelli's Warbler
PHYINO	Phylloscopus inornatus		taigauunilintu	tajgasångare	Yellow-browed Warbler
PHYHUM	Phylloscopus humei		kashmirinuunilintu	bergtajgasångare	Hume's Leaf Warbler
PHYPRO	Phylloscopus proregulus		hippiäisuunilintu	kungsfågelsångare	Pallas's Leaf Warbler
PHYSCH	Phylloscopus schwarzi		siperianuunilintu	videsångare	Radde's Warbler
PHYFUS	Phylloscopus fuscatus		ruskouunilintu	brunsångare	Dusky Warbler
PHYLUS	Phylloscopus trochilus		pajulintu	lövsångare	Willow Warbler
PHYIBE	Phylloscopus ibericus		iberiantiltaltti	iberisk gransångare	Iberian Chiffchaff
PHYCOL	Phylloscopus collybita		tiltaltti	gransångare	Common Chiffchaff
PHYCOR	Phylloscopus coronatus		amurinuunilintu	östlig kronsångare	Eastern Crowned Warbler
PHYNIT	Phylloscopus nitidus		kaukasianuunilintu	kaukasisk lundsångare	Green Warbler
PHYPLU	Phylloscopus plumbeitarsus		burjatianuunilintu	sibirisk lundsångare	Two-barred Warbler
PHYDES	Phylloscopus trochiloides		idänuunilintu	lundsångare	Greenish Warbler
PHYBOR	Phylloscopus borealis		lapinuunilintu	nordsångare	Arctic Warbler
PHYEXA	Phylloscopus examinandus		kamtšatkanuunilintu	kamtjaktanordsångare	Kamchatka Leaf Warbler
Heimo Sylvidae - Kertut					
SYLBOR	Sylvia borin		lehtokerttu	trädgårdssångare	Garden Warbler
SYLATR	Sylvia atricapilla		mustapääkerttu	svarthätta	Eurasian Blackcap
CURNIS	Curruca nisoria		kirjokerttu	höksångare	Barred Warbler
CURCUR	Curruca curruca		hernekerttu	ärtsångare	Lesser Whitethroat
CURNAN	Curruca nana		kääpiökerttu	ökensångare	Asian Desert Warbler
CURCOM	Curruca communis		pensaskerttu	törnsångare	Common Whitethroat
CURUND	Curruca undata		ruskokerttu	provencesångare	Dartford Warbler
CURRUP	Curruca ruppeli		mustakurkkukerttu	svarthakad sångare	Rüppell's Warbler
CURMEL	Curruca melanocephala		samettipääkerttu	sammetshätta	Sardinian Warbler
CURCAN	Curruca cantillans		idänrusokerttu	rödstrupig sångare	Eastern Subalpine Warbler
Heimo Bombycillidae - Tilhet					
BOMGAR	Bombycilla garrulus		tilhi	sidensvans	Bohemian Waxwing
Heimo Regulidae - Hippiäiset					
REGIGN	Regulus ignicapilla		tulipäähippiäinen	brandkronad kungsfågel	Common Firecrest
REGREG	Regulus regulus		hippiäinen	kungsfågel	Goldcrest
Heimo Sittidae - Nakkelit					
SITEUR	Sitta europaea		pähkinänakkeli	nötväcka	Eurasian Nuthatch
Heimo Certhiidae - Puukiipijät					
CERFAM	Certhia familiaris		puukiipijä	trädkrypare	Eurasian Treecreeper
Heimo Troglodytidae - Peukaloiset					
TROTRO	Troglodytes troglodytes		peukaloinen	gärdsmyg	Eurasian Wren
Heimo Sturnidae - Kottaraiset					
STUVUL	Sturnus vulgaris		kottarainen	stare	Common Starling
PASROS	Pastor roseus		punakottarainen	rosenstare	Rosy Starling
Heimo Cinclidae - Koskikarat					
CINCIN	Cinclus cinclus		koskikara	strömstare	White-throated Dipper
Heimo Turdidae - Rastaat					
ZOOAUR	Zoothera aurea		kirjorastas	guldtrast	White's Thrush
CATUST	Catharus ustulatus		korpirastas	beigekindad skogstrast	Swainson's Thrush
TURVIS	Turdus viscivorus		kulorastas	dubbeltrast	Mistle Thrush
TURPHI	Turdus philomelos		laulurastas	taltrast	Song Thrush
TURILI	Turdus iliacus		punakylkirastas	rödvingetrast	Redwing
TURMER	Turdus merula		mustarastas	koltrast	Common Blackbird
TURPIL	Turdus pilaris		räkättirastas	björktrast	Fieldfare
TURTOR	Turdus torquatus		sepelrastas	ringtrast	Ring Ouzel
TURATR	Turdus atrogularis		mustakaularastas	svarthalsad trast	Black-throated Thrush
TURNAU	Turdus naumanni		ruosterastas	rödtrast	Naumann's Thrush
TUREUN	Turdus eunomus		ruostesiipirastas	bruntrast	Dusky Thrush
TUROBS	Turdus obscurus		harmaakurkkurastas	gråhalsad trast	Eyebrowed Thrush
Heimo Muscicapidae - Siepot					
CERGAL	Cercotrichas galactotes		ruostepyrstö	trädnäktergal	Rufous-tailed Scrub Robin
MUSSTR	Muscicapa striata		harmaasieppo	grå flugsnappare	Spotted Flycatcher
ERIRUB	Erithacus rubecula		punarinta	rödhake	European Robin
IRAGUT	Irania gutturalis		kivikkosatakieli	vitstrupig näktergal	White-throated Robin
LUSLUS	Luscinia luscinia		satakieli	näktergal	Thrush Nightingale
LUSMEG	Luscinia megarhynchos		etelänsatakieli	sydnäktergal	Common Nightingale
LUSSVE	Luscinia svecica		sinirinta	blåhake	Bluethroat
CALCAL	Calliope calliope		rubiinisatakieli	rubinnäktergal	Siberian Rubythroat
FICPAR	Ficedula parva		pikkusieppo	mindre flugsnappare	Red-breasted Flycatcher
FICLLA	Ficedula albicilla		idänpikkusieppo	tajgaflugsnappare	Taiga Flycatcher
FICALB	Ficedula albicollis		sepelsieppo	halsbandsflugsnappare	Collared Flycatcher
FICHYP	Ficedula hypoleuca		kirjosieppo	svartvit flugsnappare	European Pied Flycatcher
TARCYA	Tarsiger cyanurus		sinipyrstö	tajgablåstjärt	Red-flanked Bluetail
PHOOCH	Phoenicurus ochruros		mustaleppälintu	svart rödstjärt	Black Redstart
PHOPHO	Phoenicurus phoenicurus		leppälintu	rödstjärt	Common Redstart
MONSAX	Monticola saxatilis		kivikkorastas	stentrast	Common Rock Thrush
MONSOL	Monticola solitarius		sinirastas	blåtrast	Blue Rock Thrush
SAXRUB	Saxicola rubetra		pensastasku	buskskvätta	Whinchat
SAXCAP	Saxicola caprata		nokitasku	svart buskskvätta	Pied Bush Chat
SAXMAU	Saxicola maurus		sepeltasku	vitgumpad buskskvätta	Siberian Stonechat
SAXOLA	Saxicola rubicola		mustapäätasku	svarthakad buskskvätta	European Stonechat
OENDES	Oenanthe deserti		aavikkotasku	ökenstenskvätta	Desert Wheatear
OENPLE	Oenanthe pleschanka		nunnatasku	nunnestenskvätta	Pied Wheatear
OENMEL	Oenanthe melanoleuca		kirjotasku	östlig medelhavsstenskvätta	Eastern Black-eared Wheatear
OENOEN	Oenanthe oenanthe		kivitasku	stenskvätta	Northern Wheatear
OENISA	Oenanthe isabellina		arotasku	isabellastenskvätta	Isabelline Wheatear
Heimo Prunellidae - Rautiaiset					
PRUCOL	Prunella collaris		alppirautiainen	alpjärnsparv	Alpine Accentor
PRUATR	Prunella atrogularis		mustakurkkurautiainen	svartstrupig järnsparv	Black-throated Accentor
PRUMOD	Prunella modularis		rautiainen	järnsparv	Dunnock
PRUMON	Prunella montanella		taigarautiainen	sibirisk järnsparv	Siberian Accentor
Heimo Passeridae - Varpuset					
PASMON	Passer montanus		pikkuvarpunen	pilfink	Eurasian Tree Sparrow
PASHIS	Passer hispaniolensis		pensasvarpunen	spansk sparv	Spanish Sparrow
PASDOM	Passer domesticus		varpunen	gråsparv	House Sparrow
Heimo Motacillidae - Västäräkit					
MOTCIN	Motacilla cinerea		virtavästäräkki	forsärla	Grey Wagtail
MOTFLA	Motacilla flava		keltavästäräkki	gulärla	Western Yellow Wagtail
MOTCIT	Motacilla citreola		sitruunavästäräkki	citronärla	Citrine Wagtail
MOTTSC	Motacilla tschutschensis		aasiankeltavästäräkki	beringärla	Eastern Yellow Wagtail
MOTALB	Motacilla alba		västäräkki	sädesärla	White Wagtail
ANTGOD	Anthus godlewskii		mongoliankirvinen	mongolpiplärka	Blyth's Pipit
ANTCAM	Anthus campestris		nummikirvinen	fältpiplärka	Tawny Pipit
ANTRIC	Anthus richardi		isokirvinen	större piplärka	Richard's Pipit
ANTGUS	Anthus gustavi		tundrakirvinen	tundrapiplärka	Pechora Pipit
ANTTRI	Anthus trivialis		metsäkirvinen	trädpiplärka	Tree Pipit
ANTHOD	Anthus hodgsoni		taigakirvinen	sibirisk piplärka	Olive-backed Pipit
ANTCER	Anthus cervinus		lapinkirvinen	rödstrupig piplärka	Red-throated Pipit
ANTPRA	Anthus pratensis		niittykirvinen	ängspiplärka	Meadow Pipit
ANTPET	Anthus petrosus		luotokirvinen	skärpiplärka	European Rock Pipit
Heimo Fringillidae - Peipot					
FRIMON	Fringilla montifringilla		järripeippo	bergfink	Brambling
FRICOE	Fringilla coelebs		peippo	bofink	Eurasian Chaffinch
COCCOC	Coccothraustes coccothraustes		nokkavarpunen	stenknäck	Hawfinch
CARERY	Carpodacus erythrinus		punavarpunen	rosenfink	Common Rosefinch
PINENU	Pinicola enucleator		taviokuurna	tallbit	Pine Grosbeak
PYRPYR	Pyrrhula pyrrhula		punatulkku	domherre	Eurasian Bullfinch
BUCGIT	Bucanetes githagineus		aavikkotulkku	ökentrumpetare	Trumpeter Finch
CHLCHL	Chloris chloris		viherpeippo	grönfink	European Greenfinch
LINFLA	Linaria flavirostris		vuorihemppo	vinterhämpling	Twite
LINCAN	Linaria cannabina		hemppo	hämpling	Common Linnet
ACAFLA	Acanthis flammea		urpiainen	gråsiska	Redpoll
LOXLEU	Loxia leucoptera		kirjosiipikäpylintu	bändelkorsnäbb	Two-barred Crossbill
LOXPYT	Loxia pytyopsittacus		isokäpylintu	större korsnäbb	Parrot Crossbill
LOXCUR	Loxia curvirostra		pikkukäpylintu	mindre korsnäbb	Red Crossbill
CARCIT	Carduelis citrinella		sitruunahemppo	citronsiska	Citril Finch
CARCAR	Carduelis carduelis		tikli	steglits	European Goldfinch
SERSER	Serinus serinus		keltahemppo	gulhämpling	European Serin
SPISPI	Spinus spinus		vihervarpunen	grönsiska	Eurasian Siskin
Heimo Calcariidae - Pulmuset					
PLENIV	Plectrophenax nivalis		pulmunen	snösparv	Snow Bunting
CALLAP	Calcarius lapponicus		lapinsirkku	lappsparv	Lapland Longspur
Heimo Emberizidae - Sirkut					
EMBPAL	Emberiza pallasi		pikkupajusirkku	dvärgsävsparv	Pallas's Reed Bunting
EMBSCH	Emberiza schoeniclus		pajusirkku	sävsparv	Common Reed Bunting
EMBCHR	Emberiza chrysophrys		kultakulmasirkku	gulbrynad sparv	Yellow-browed Bunting
EMBRUT	Emberiza rutila		kastanjasirkku	rödbrun sparv	Chestnut Bunting
EMBAUR	Emberiza aureola		kultasirkku	gyllensparv	Yellow-breasted Bunting
EMBPUS	Emberiza pusilla		pikkusirkku	dvärgsparv	Little Bunting
EMBRUS	Emberiza rustica		pohjansirkku	videsparv	Rustic Bunting
EMBSPO	Emberiza spodocephala		harmaapääsirkku	gråhuvad sparv	Black-faced Bunting
EMBMEL	Emberiza melanocephala		mustapääsirkku	svarthuvad sparv	Black-headed Bunting
EMBBRU	Emberiza bruniceps		ruskopääsirkku	stäppsparv	Red-headed Bunting
EMBCAL	Emberiza calandra		harmaasirkku	kornsparv	Corn Bunting
EMBBUC	Emberiza buchanani		kivikkosirkku	bergortolan	Grey-necked Bunting
EMBHOR	Emberiza hortulana		peltosirkku	ortolansparv	Ortolan Bunting
EMBCAE	Emberiza caesia		ruostekurkkusirkku	rostsparv	Cretzschmar's Bunting
EMBLEU	Emberiza leucocephalos		mäntysirkku	tallsparv	Pine Bunting
EMBCIT	Emberiza citrinella		keltasirkku	gulsparv	Yellowhammer
Heimo Passerellidae - Sirkkulit					
PASILI	Passerella iliaca		kettusirkku	rävsparv	Fox Sparrow
JUNHYE	Junco hyemalis		tummajunkko	mörkögd junco	Dark-eyed Junco
ZONALB	Zonotrichia albicollis		valkokurkkusirkku	vitstrupig sparv	White-throated Sparrow
Heimo Parulidae - Kerttulit					
SETSTR	Setophaga striata		viirukerttuli	vitkindad skogssångare	Blackpoll Warbler
